pop,prop,class,label
8340,P1433,Q7725634,OPT
367,P1433,Q19692072,RAG
71,P1433,Q134556,RAG
53,P1433,Q87167,RAG
198,P1433,Q63412991,RAG
963,P1433,Q7725634,RAG
2928,P1433,Q21198342,RAG
219,P1433,Q13442814,RAG
8287,P1433,Q21198342,RAG
386,P1433,Q104213567,RAG
2130,P1433,Q105543609,RAG
9309,P1433,Q63952888,RAG
43,P1433,Q87167,OPT
162,P1433,Q21191134,RAG
1383,P1433,Q7725634,RAG
44,P1433,Q87167,OPT
320,P1433,Q7725634,RAG
1017,P1433,Q105543609,RAG
210,P1433,Q134556,RAG
739,P1433,Q7725634,RAG
734,P1433,Q7302866,RAG
72,P1433,Q856713,RAG
103,P1433,Q134556,RAG
175,P1433,Q699,RAG
4783,P1433,Q51632,RAG
1164,P1433,Q105543609,RAG
48382,P1433,Q166142,RAG
853,P1433,Q21198342,RAG
15951,P1433,Q105543609,RAG
121,P1433,Q105543609,RAG
17882,P1433,Q206287,RAG
564,P1433,Q105543609,RAG
468,P1433,Q11424,RAG
1048,P1433,Q134556,RAG
69,P1433,Q87167,OPT
275,P1433,Q14406742,RAG
54,P1433,Q1516252,RAG
63,P1433,Q87167,OPT
16257,P1433,Q717040,RAG
493,P1433,Q7302866,RAG
168,P1433,Q134556,RAG
2938,P1433,Q23847174,RAG
4256,P1433,Q5185279,RAG
151,P1433,Q87167,OPT
416,P1433,Q7725634,RAG
192,P1433,Q1338798,RAG
609,P1433,Q59847891,RAG
4594,P1433,Q7725634,RAG
275,P1433,Q7725634,RAG
1008,P1433,Q7725634,RAG
41,P30,Q34763,RAG
46,P30,Q8502,RAG
21031,P30,Q4022,OPT
72,P30,Q35666,RAG
39,P30,Q8502,RAG
63,P30,Q23442,RAG
97,P30,Q740445,RAG
39,P30,Q35666,RAG
29,P30,Q34763,RAG
47,P30,Q31615,RAG
408,P30,Q4771007,RAG
35,P30,,RAG
34,P30,Q35666,RAG
30,P30,Q39594,RAG
73,P30,Q34763,RAG
56,P30,Q8502,RAG
94,P30,Q39594,RAG
56,P30,Q39594,RAG
49,P30,Q8502,RAG
50,P30,Q46831,RAG
28,P30,Q107679,RAG
55,P30,Q194408,RAG
64,P30,Q8502,RAG
4122,P30,Q33506,RAG
138,P30,Q34763,RAG
43,P30,Q34763,RAG
26,P30,Q194408,RAG
121,P30,Q37901,RAG
80,P30,Q740445,RAG
108441,P30,Q1200957,OPT
170,P30,Q23442,RAG
328,P30,Q23397,RAG
52,P30,Q8502,RAG
36,P30,Q35666,RAG
2707,P30,Q210516,RAG
53,P30,Q8502,RAG
821,P30,Q1145276,RAG
24,P30,Q35666,RAG
37,P30,Q46831,RAG
20104,P30,Q15344922,OPT
74,P30,Q23442,RAG
25,P30,,RAG
516,P30,Q4022,RAG
48,P30,Q39594,RAG
53,P30,Q23442,RAG
34,P30,Q34763,RAG
42,P30,Q8502,RAG
51,P30,,RAG
59,P30,Q8502,RAG
72,P30,Q35666,RAG
113,P97,Q5,RAG
360,P97,Q5,RAG
2983,P97,Q5,RAG
234,P97,Q5,RAG
765,P97,Q5,RAG
300,P97,Q5,RAG
1185,P97,Q5,RAG
3230,P97,Q5,RAG
715,P97,Q5,RAG
1311,P97,Q5,RAG
948,P97,Q5,RAG
154,P97,Q5,RAG
8009,P97,Q5,RAG
293,P97,Q5,RAG
145,P97,Q5,RAG
4573,P97,Q5,RAG
644,P97,Q5,RAG
143,P97,Q5,RAG
749,P97,Q5,RAG
63,P97,Q5,RAG
4740,P97,Q5,RAG
778,P97,Q5,RAG
540,P97,Q5,RAG
6990,P97,Q5,RAG
1171,P97,Q5,RAG
4311,P97,Q5,RAG
128,P97,Q5,RAG
13143,P97,Q5,RAG
82,P97,Q5,RAG
2059,P97,Q5,RAG
92,P97,Q5,RAG
52,P97,Q5,RAG
591,P97,Q5,RAG
44,P97,Q5,RAG
7561,P97,Q5,RAG
628,P97,Q5,RAG
472,P97,Q5,RAG
340,P97,Q5,RAG
21254,P97,Q5,RAG
1340,P97,Q5,RAG
1483,P97,Q5,RAG
250,P97,Q5,RAG
1813,P97,Q5,RAG
20356,P97,Q5,RAG
33284,P97,Q5,RAG
754,P97,Q1309508,RAG
2688,P97,Q5,RAG
6344,P97,Q5,RAG
5612,P97,Q5,RAG
180,P97,Q5,RAG
154,P4552,Q8502,RAG
41,P4552,Q8502,RAG
107,P4552,Q46831,RAG
128,P4552,Q21869758,RAG
38,P4552,Q8502,RAG
17,P4552,Q631305,OPT
157,P4552,Q8502,RAG
73,P4552,Q8502,RAG
38,P4552,Q8502,RAG
221,P4552,Q184368,RAG
94,P4552,Q8502,RAG
78,P4552,Q8502,RAG
394,P4552,Q8502,RAG
144,P4552,Q8502,RAG
65,P4552,Q207326,RAG
1644,P4552,Q8502,OPT
27,P4552,Q8502,OPT
64,P4552,Q8502,RAG
67,P4552,Q75520,RAG
40,P4552,Q35666,RAG
50,P4552,Q8502,RAG
48,P4552,Q8502,RAG
176,P4552,Q8502,RAG
74,P4552,Q8502,RAG
48,P4552,Q8502,RAG
248,P4552,Q133056,RAG
80,P4552,Q150784,RAG
29,P4552,Q8502,OPT
1867,P4552,Q39816,RAG
164,P4552,Q133056,RAG
93,P4552,Q46831,RAG
43,P4552,Q8502,RAG
34,P4552,Q35666,RAG
182,P4552,Q54050,RAG
629,P4552,Q46831,RAG
648,P4552,Q8502,RAG
73,P4552,Q46831,RAG
88,P4552,Q8502,RAG
41,P4552,Q8502,RAG
33,P4552,Q8502,RAG
69,P4552,Q8502,RAG
46,P4552,Q35666,RAG
289,P4552,Q46831,RAG
40,P4552,Q8502,RAG
57,P4552,Q8502,RAG
41,P4552,Q8502,RAG
44,P4552,Q8502,RAG
84,P4552,Q8502,RAG
49,P4552,Q8502,RAG
77,P4552,Q8502,RAG
279,P400,Q7889,RAG
201,P400,Q7889,RAG
1332,P400,Q7889,RAG
197,P400,Q7889,RAG
443,P400,Q7889,RAG
851,P400,Q7889,RAG
3679,P400,Q7889,RAG
145,P400,Q7889,RAG
260,P400,Q7889,RAG
8207,P400,Q7889,RAG
2746,P400,Q7889,RAG
98864,P400,Q7889,RAG
1907,P400,Q9135,RAG
2461,P400,Q196600,RAG
123,P400,Q7889,RAG
2420,P400,Q7889,RAG
324,P400,Q7889,RAG
1342,P400,Q7889,RAG
259,P400,Q7889,RAG
2931,P400,Q7889,RAG
0,P400,Q7889,RAG
1125,P400,Q7889,RAG
2540,P400,Q7889,RAG
4488,P400,Q7889,RAG
267,P400,Q7889,RAG
651,P400,Q7889,RAG
134,P400,Q7889,RAG
2254,P400,Q7889,RAG
238,P400,Q176165,RAG
529,P400,Q7889,RAG
16665,P400,Q9135,RAG
309,P400,Q7889,RAG
2146,P400,Q7889,RAG
490,P400,Q7889,RAG
395,P400,Q7889,RAG
884,P400,Q7889,RAG
887,P400,Q7889,RAG
921,P400,Q7889,RAG
4155,P400,Q19967801,RAG
312,P400,Q7889,RAG
582,P400,Q7889,RAG
1856,P400,Q7889,RAG
94,P400,Q7889,RAG
128,P400,Q7058673,RAG
381,P400,Q7889,RAG
556,P400,Q7889,RAG
407,P400,Q7889,RAG
622,P400,Q7889,RAG
2558,P400,Q7889,RAG
175,P400,Q7889,RAG
5265,P407,Q105543609,RAG
408,P407,,RAG
1974,P407,Q234460,RAG
612,P407,Q1279564,RAG
9531,P407,Q15416,RAG
278,P407,Q7725634,RAG
2314,P407,Q105543609,RAG
511,P407,Q2116411,RAG
129,P407,Q47461344,RAG
243,P407,Q1002697,RAG
228,P407,Q1002697,RAG
3888,P407,Q473858,RAG
119,P407,Q7725634,RAG
1687,P407,Q11032,RAG
1538,P407,Q15416,RAG
122,P407,Q11032,RAG
119,P407,Q47461344,RAG
2065,P407,Q11032,RAG
137053,P407,Q35127,RAG
428,P407,Q1110794,RAG
405,P407,Q5398426,RAG
1655,P407,Q101352,RAG
216,P407,Q47461344,RAG
1114,P407,Q845392,RAG
47,P407,Q1002697,RAG
207,P407,Q7725634,RAG
10565,P407,Q8171,RAG
6289,P407,Q5398426,RAG
849,P407,Q5633421,RAG
0,P407,Q11032,RAG
40,P407,Q41298,OPT
62,P407,Q1002697,RAG
412,P407,Q1110794,RAG
268,P407,Q7725634,RAG
71,P407,Q11032,RAG
181,P407,Q482,RAG
76,P407,Q1002697,RAG
2290,P407,Q7725634,RAG
639,P407,Q5398426,RAG
689,P407,Q11032,RAG
7626,P407,Q5398426,RAG
836,P407,Q105543609,RAG
130,P407,Q1368848,RAG
104,P407,Q134556,RAG
91,P407,Q1641020,RAG
3427,P407,Q7725634,RAG
489,P407,Q14406742,RAG
107,P407,Q47461344,RAG
424,P407,Q1084,RAG
280,P407,Q1002697,RAG
65,P127,Q22808404,OPT
1534,P127,Q28599824,RAG
156,P127,Q14350,RAG
247,P127,Q1762059,RAG
819,P127,Q561068,RAG
52,P127,Q1081138,RAG
228,P127,Q14350,RAG
9009,P127,Q11424,RAG
785,P127,Q561068,RAG
471,P127,Q1076486,RAG
261,P127,Q11032,RAG
70,P127,Q34442,RAG
276,P127,Q6979593,RAG
2749,P127,Q1616075,RAG
16336,P127,Q4830453,RAG
1066,P127,Q22808404,OPT
445,P127,Q9826,RAG
883,P127,Q1154710,RAG
146,P127,Q14350,RAG
301,P127,Q14350,RAG
1032,P127,Q1616075,RAG
209,P127,Q22808404,OPT
1366,P127,Q20202072,RAG
1951,P127,Q751876,RAG
1999,P127,Q4830453,RAG
7646,P127,Q15911738,RAG
477,P127,Q4830453,RAG
1084,P127,Q63633998,RAG
103981,P127,Q1762059,OPT
176,P127,Q35127,RAG
137,P127,Q1076486,RAG
0,P127,Q14350,RAG
177,P127,Q14350,RAG
250,P127,Q358078,RAG
87,P127,Q2741056,RAG
5198,P127,Q4830453,RAG
354,P127,Q13691604,RAG
3279,P127,Q22808404,OPT
86,P127,Q1021645,RAG
2691,P127,Q1616075,RAG
332,P127,Q14350,RAG
368,P127,Q14350,RAG
440,P127,Q4830453,RAG
977,P127,Q483110,RAG
170,P127,Q14350,RAG
1286,P127,Q14350,RAG
235,P127,Q4830453,RAG
174,P127,Q14350,RAG
149,P127,Q2668072,RAG
132,P127,Q483110,RAG
138,P8875,Q16024164,RAG
134,P8875,Q737498,RAG
138,P8875,Q5633421,RAG
112,P8875,Q5633421,RAG
2062,P8875,Q73897617,RAG
107,P8875,Q737498,RAG
408,P8875,Q5633421,RAG
122,P8875,Q1002697,RAG
92,P8875,Q5633421,RAG
101,P8875,Q5633421,RAG
414,P8875,Q1368848,RAG
951,P8875,Q5633421,RAG
58,P8875,Q737498,RAG
339,P8875,Q5633421,RAG
441,P8875,Q737498,RAG
150,P8875,Q51135530,RAG
413,P8875,Q5633421,RAG
125,P8875,Q1002697,RAG
172,P8875,Q5633421,RAG
136,P8875,Q737498,RAG
32,P8875,Q737498,RAG
74,P8875,Q5633421,RAG
281,P8875,Q737498,RAG
93,P8875,Q5633421,RAG
146,P8875,Q5633421,RAG
623,P8875,Q5633421,RAG
130,P8875,Q5633421,RAG
227,P8875,Q5633421,RAG
57,P8875,Q5633421,RAG
154,P8875,Q737498,RAG
327,P8875,Q1002697,RAG
215,P8875,Q5633421,RAG
186,P8875,Q5633421,RAG
79,P8875,Q737498,RAG
134,P8875,Q5633421,RAG
354,P8875,Q5633421,RAG
110,P8875,Q1002697,RAG
611,P8875,Q737498,RAG
194,P8875,Q737498,RAG
139,P8875,Q5633421,RAG
86,P8875,Q5633421,RAG
132,P8875,Q5633421,RAG
88,P8875,Q5633421,RAG
80,P8875,Q737498,RAG
127,P8875,Q5633421,RAG
127,P8875,Q1002697,RAG
64,P8875,Q5633421,RAG
79,P8875,Q737498,RAG
400,P8875,Q5633421,RAG
260,P8875,Q737498,RAG
699,P4884,Q19692072,RAG
496,P4884,Q19692072,RAG
372,P4884,Q2334719,RAG
308,P4884,Q2334719,RAG
53,P4884,Q2334719,RAG
232,P4884,Q2334719,RAG
2629,P4884,Q19692072,RAG
119,P4884,Q19692072,RAG
44,P4884,Q19930933,RAG
608,P4884,Q19692072,RAG
220,P4884,Q2334719,RAG
219,P4884,Q19692072,RAG
205,P4884,Q2334719,RAG
70,P4884,Q2334719,RAG
341,P4884,Q2334719,RAG
375,P4884,Q2334719,RAG
39,P4884,Q19930933,RAG
1104,P4884,Q19692072,RAG
50,P4884,Q2334719,RAG
467,P4884,Q2334719,RAG
154,P4884,Q7307130,RAG
722,P4884,Q19930933,RAG
3984,P4884,Q19692072,RAG
269,P4884,Q19930933,RAG
209,P4884,Q19692072,RAG
1105,P4884,Q2334719,RAG
381,P4884,Q2334719,RAG
233,P4884,Q19692072,RAG
1451,P4884,Q2334719,RAG
155,P4884,Q2334719,RAG
146,P4884,Q2334719,RAG
730,P4884,Q2334719,RAG
96,P4884,Q19692072,RAG
111,P4884,Q2334719,RAG
80,P4884,Q2334719,RAG
180,P4884,Q19930933,RAG
300,P4884,Q2334719,RAG
120,P4884,Q19692072,RAG
310,P4884,Q19692072,RAG
1341,P4884,Q2334719,RAG
111,P4884,Q19930933,RAG
120,P4884,Q19692072,RAG
1081,P4884,Q2334719,RAG
370,P4884,Q2334719,RAG
170,P4884,Q19930933,RAG
262,P4884,Q19692072,RAG
85,P4884,Q2334719,RAG
116,P4884,Q19930933,OPT
1545,P4884,Q19692072,RAG
94,P4884,Q19930933,OPT
105385,P371,Q15416,RAG
8480,P371,Q110288240,RAG
284,P371,Q4504495,RAG
91,P371,Q4504495,RAG
102,P371,Q4504495,RAG
1856,P371,Q4504495,RAG
619,P371,Q5398426,RAG
288,P371,Q4504495,RAG
844,P371,Q27308988,RAG
255,P371,Q4504495,RAG
477,P371,Q15416,RAG
198,P371,Q4504495,RAG
1372,P371,Q15416,RAG
330,P371,Q3464665,RAG
3696,P371,Q110288240,RAG
580,P371,Q15416,RAG
1171,P371,Q5398426,RAG
3044,P371,Q5398426,RAG
206,P371,Q4504495,RAG
384,P371,Q41582469,RAG
415,P371,Q4504495,RAG
108,P371,Q100796287,RAG
1179,P371,Q5398426,RAG
344,P371,Q15416,RAG
281,P371,Q1358344,RAG
971,P371,Q15416,RAG
9783,P371,Q24634210,RAG
270,P371,Q24634210,RAG
2877,P371,Q5398426,RAG
259,P371,Q4504495,RAG
14221,P371,Q24634210,RAG
1029,P371,Q15416,RAG
611,P371,Q5398426,RAG
7388,P371,Q5398426,RAG
2255,P371,Q3464665,RAG
330,P371,Q4504495,RAG
351,P371,Q4504495,RAG
3536,P371,Q110288240,RAG
180,P371,Q15416,RAG
2434,P371,Q5398426,RAG
375,P371,Q4504495,RAG
1218,P371,Q1555508,RAG
29512,P371,Q5398426,OPT
475,P371,Q15416,RAG
4949,P371,Q15416,RAG
1543,P371,Q15416,RAG
569,P371,Q15416,RAG
385,P371,Q5398426,RAG
4638,P371,Q5398426,RAG
380,P371,Q15416,RAG
